"_RowNumber","ID_SolicitudesConfiabilidad","InformacionEvaluado","NSolicitud","EstadoActual","EstadoSiguiente","EstadoActualEP","EstadoSiguienteEP","MotivoCancelación","ID_Cliente","RazonSocial","TipoCliente","NIT","FechaSolicitud","JobOrderATS","ClienteProyectoInterno","ClienteProyectoExterno","Linea","CentroCostos","LineaNegocio","CentroCostosExterno","CentroUtilidad","NombreCompleto","TipoIdentificacion","Identificacion","FechaExpedicion","Cargo","Correo","Celular","Ciudad","Direccion","Barrio","EstadoCivil","TipoTrabajador","ServicioAplicar","VisitaDomiciliaria","ModalidadVisita","AsignadoVD","ConsultaAntecedentes","AsignadoCA","Referenciacion","ReferenciaAcademica","ReferenciaLaboral","ReferenciaPersonal","AsignadoR","AsignadoRP","EstudiosPoligrafia","TipoPoligrafia","AsignadoEP","CiudadP","Notas","ConsultaDatacredito","ComparativoOEA","CadenaTarifa","TipoCobro","CobroPoligrafia","CobroConfiabilidad","CobroServicios","ContadorFreelance","ArchivoInforme","Error","ObservacionesCoordinador","UsuarioCreación","UsuarioActualizacion","FechaActualizacion","Generado","Facturacion","Asignacion","FechaSolicitudSinHora","FechaEstimadaEntregaConfiabilidadVisitaDomiciliaria","FechaEstimadaEntregaPoligrafia","DiasEnCursoConfiabilidad","DiasEnCursoPoligrafia","FechaEstimadaEntregaConfiabilidadReferencias","FechaEntregaConfiabilidadAntecedentes","FechaEntregaConfiabilidadDatacredito","CobroPoligrafiaEJ","CobroConfiabilidadEJ","PrecioVisitaFreelance","CobroServiciosEJ","PrecioVisitaEJ","PrecioAntecedentesEJ","PrecioReferenciaPersonalEJ","PrecioReferenciaLaboralEJ","PrecioConsultaDatacreditoEJ","PrecioReferenciaAcademicaEJ","PagoFreelanceVD","PagoAdicionalVD","ValorMoraVD","UsuarioCierreCI","FechaCierreCI","UsuarioCierrePR","FechaCierrePR","UsuarioCierreAN","FechaCierreAN","UsuarioCierreEU","FechaCierreEU","UsuarioCierreEX","FechaCierreEX","NombreServicioReferenciacion","PrecioReferenciaLaboralFreelance","PrecioReferenciaAcademicaFreelance","PagoFreelanceReferenciacion","PagoAdicionalReferencias","ValorMoraReferenciacion","NombreServicioReferenciacionPersonal","PrecioReferenciaPersonalFreelance","PagoFreelanceReferenciaPersonal","ValorMoraReferenciasP","PagoAdicionalReferenciasP","CadenaTarifaEJ","Related conServiciosAplicars","Fecha Solicitud sin hora","Related conRegistroFotograficos","Related conAutFirmadas","Related conDocumentosSolicituds","New Virtual Column","New Virtual Column 1","ContarVisita","Related conInformeVisitaDoms","conteoServicios","fechaSolicitudHora","Coteo Data","Related conHistoricoEstSolicituds","Estado Final Solicitud","TieneEstuConfiabilidadInicial","FechaMaxConfiabilidadCierre","TieneEstuPoligrafiaInicial","FechaMaxPoligrafiaCierre","Estado Final Poligrafia","Related conInformeAntecedentes",
"28,041","CKYN9Q66","","5104659","En proceso","","","","","prueba externo","prueba externo","Externo","434,554","5/28/2026 8:31:03 AM","","","","","","","","","Valentina Morales","Cédula de Ciudadanía","1055667788","","Soporte IT","valentina.morales@test.com","3013334455","BOGOTA D.C.-BOGOTA D.C.","Cra 23 # 60-10","","","Nuevo","","N","","","Y","Antecedentes.1","Y","Y","Y","N","andres.quintero@co.g4s.com","","N","","","","Prueba 13","N","Y","Antec + Referencia Académica + laboral +","Individual","","0.00","0.00","","","","","jhoan.gaitan@co.g4s.com","","5/28/2026 8:31:24 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 8:31:03 AM","","5/28/2026 8:31:03 AM","","5/28/2026 8:31:03 AM","","5/28/2026 8:31:03 AM","","5/28/2026 8:31:03 AM","","","","","","","","","","","","","0fc52c91 , 4285ebb0 , 4494811a","5/28/2026","","","","N","","1","6c99f427","3","5","0","","Abierta","Y","","N","","","",
"29,419","d9db76d8","","7654782","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:07:02 AM","","","","","","","","","David Felipe Camargo Saganome","Cédula de Ciudadanía","1077093012","","AYUDANTE","fsaga10lds@gmail.com","3114772761","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:07:30 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:07:02 AM","","5/28/2026 10:07:02 AM","","5/28/2026 10:07:02 AM","","5/28/2026 10:07:02 AM","","5/28/2026 10:07:02 AM","","","","","","","","","","","","","be530ab8 , d38802ce , e579f446 , f189e8ae","5/28/2026","","","","N","","1","b6f0ac0b","4","5","0","","Abierta","Y","","N","","","",
"29,427","d9e4b9ce","","36413637897","","","En proceso","","","G4S CENTRO ORIENTE SABANA","G4S CENTRO ORIENTE SABANA","Interno","860,013,951","5/28/2026 7:40:12 AM","","ALQUERIA","","SECURE","017-GUARDAS DE SEGURIDAD","012-VIGILANCIA","","49","GILMA CAROLINA PAEZ SANCHEZ","Cédula de Ciudadanía","25112762","11/28/2001","OMT","gilmacar1983@hotmail.com","3218030042","CUNDINAMARCA-CAJICÁ","DIAGONAL 8 # 9-55 TORRE 4 APTO 102 CR EL ROCÍO BOSQUE NATIVO, BARRIO EL ROCÍO - CAJICÁ","DIAGONAL 8 # 9-55 TORRE 4 APTO 102 CR EL ROCÍO BOSQUE NATIVO, BARRIO EL ROCÍO - CAJICÁ","","Actual","","N","","","N","","N","","","","","","Y","Rutina","yuly.zarate@co.g4s.com","CUNDINAMARCA-CHÍA","","N","N","poligrafia +","Individual","168,640.00","0.00","168,640.00","","","","","ana.penagos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 7:42:44 AM","No Generado","","_LISTO__LISTO__LISTO__LISTO_","5/28/2026","","6/2/2026","","","","","","","","","","","","","","","","","","","","5/28/2026 7:40:12 AM","","5/28/2026 7:40:12 AM","","5/28/2026 7:40:12 AM","","5/28/2026 7:40:12 AM","","5/28/2026 7:40:12 AM","","","","","","","","","","","","","da29f426","5/28/2026","","","","N","","0","","1","5","0","","Abierta","N","","Y","","","",
"30,813","e3b91cd8","","36413292493","En proceso","","","","","G4S CENTRO ORIENTE BOGOTA","G4S CENTRO ORIENTE BOGOTA","Interno","860,013,951","5/28/2026 11:05:24 AM","","","","SECURE","053-SEGURIDAD","012-VIGILANCIA","","2","Pedro Julio Rodriguez Montoya","Cédula de Ciudadanía","1022943827","8/8/2006","SUPERVISOR","juliorodriguez548@hotmail.com","3112146566","BOGOTA D.C.-BOGOTA D.C.","CIUDAD BOLIVAR","","","Nuevo","","Y","Virtual","CAMILO ANDRÉS PÉREZ SIGUA","N","","Y","Y","Y","","CAMILO ANDRÉS PÉREZ SIGUA","","N","","","","","N","N","Referencia Académica + laboral + Visita virtual +","Paquete","","","155,199.00","","","","","t3.expro.laura.dorado@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 11:08:41 AM","No Generado","","_LISTO__LISTO__LISTO__LISTO_","5/28/2026","6/3/2026","","","","6/3/2026","","","","","","","","","","","","","","","","","5/28/2026 11:05:24 AM","","5/28/2026 11:05:24 AM","","5/28/2026 11:05:24 AM","","5/28/2026 11:05:24 AM","","5/28/2026 11:05:24 AM","","","","","","","","","","","","","037501ea , 64ee4a3c , d8355b1a","5/28/2026","","","1d724e86 , 89ef3eea","N","","1","4e7dd40e","3","5","0","","Abierta","Y","","N","","","",
"31,497","e895ceab","","6390994","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:47:03 AM","","","","","","","","","Johan  Ernesto  Ramirez Lara","Cédula de Ciudadanía","1042456079","","AYUDANTE","Johanramirezlara28@gmail.com","3226166891","ATLANTICO-GALAPA","GALAPA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:
Yirnory Viuche Carvajal","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:47:21 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:47:03 AM","","5/28/2026 10:47:03 AM","","5/28/2026 10:47:03 AM","","5/28/2026 10:47:03 AM","","5/28/2026 10:47:03 AM","","","","","","","","","","","","","40df271b , 65c2d1a8 , eceecd4e , ef47007f","5/28/2026","","","","N","","1","e191543e","4","5","0","","Abierta","Y","","N","","","",
"32,546","f006260d","","5882414","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:08:01 AM","","","","","","","","","SAMUEL Camilo Lamprea Patiño","Cédula de Ciudadanía","1106712891","","CONDUCTOR","lampreasamuel08@gmail.com","3112525688","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:08:19 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:08:01 AM","","5/28/2026 10:08:01 AM","","5/28/2026 10:08:01 AM","","5/28/2026 10:08:01 AM","","5/28/2026 10:08:01 AM","","","","","","","","","","","","","97b66c68 , 9a403ec8 , e348f987 , ef14e3a2","5/28/2026","","","","N","","1","e4bd08a2","4","5","0","","Abierta","Y","","N","","","",
"33,365","f616481c","","1233462","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:09:02 AM","","","","","","","","","Jair Alejandro Arzayus Nieto","Cédula de Ciudadanía","1077085286","","AYUDANTE","jarzayus30@gmail.com","3108589118","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:09:25 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:09:02 AM","","5/28/2026 10:09:02 AM","","5/28/2026 10:09:02 AM","","5/28/2026 10:09:02 AM","","5/28/2026 10:09:02 AM","","","","","","","","","","","","","3cdd55f4 , 65aaab72 , 8a83607b , e082411f","5/28/2026","","","","N","","1","589763fe","4","5","0","","Abierta","Y","","N","","","",
"34,707","FPN8I4BY","","4024201","En proceso","","En proceso","","","BLUSH-BAR","BLUSH-BAR S.A.S","Externo","900,832,629","5/28/2026 10:24:02 AM","","","","","N/A","","","","MARIA VICTORIA LEGUIZAMON OSORIO","Cédula de Ciudadanía","1031806878","","MAKE UP ARTIST","mavileg2006@gmail.com","3112649913","BOGOTA D.C.-BOGOTA D.C.","bogota","","","Nuevo","","N","","","N","","N","N","N","N","","","Y","Preempleo","2-Erwin.castiblanco-Erwin Castiblanco","BOGOTA D.C.-BOGOTA D.C.","","N","N","poligrafia +","Individual","183,927.00","0.00","183,927.00","","","","","cindy.barrera@co.g4s.com","","5/28/2026 10:24:14 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:24:02 AM","","5/28/2026 10:24:02 AM","","5/28/2026 10:24:02 AM","","5/28/2026 10:24:02 AM","","5/28/2026 10:24:02 AM","","","","","","","","","","","","","5199ba43","5/28/2026","","","","N","","0","","1","5","0","","Abierta","N","","Y","","","",
"35,166","LDF93H18","","3868205","En proceso","","","","","prueba externo","prueba externo","Externo","434,554","5/28/2026 8:22:01 AM","","","","","","","","","Miguel Angel Castro","Cédula de Ciudadanía","79888999","","Gerente","miguel.castro@test.com","3192223344","BOGOTA D.C.-BOGOTA D.C.","Cra 15 # 93-60","","","Actual","","N","","","Y","Antecedentes.1","Y","Y","Y","Y","andres.quintero@co.g4s.com","andres.quintero@co.g4s.com","N","","","","Prueba 12","Y","Y","Antec + Referencia Académica + laboral + Personal + datacredito +","Individual","","0.00","0.00","","","","","jhoan.gaitan@co.g4s.com","","5/28/2026 8:22:25 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 8:22:01 AM","","5/28/2026 8:22:01 AM","","5/28/2026 8:22:01 AM","","5/28/2026 8:22:01 AM","","5/28/2026 8:22:01 AM","","","","","","","","","","","","","31829993 , 46cd6b7b , 6b98160f , 7692cb67","5/28/2026","","","","N","","1","4ca6cb03","4","5","0","","Abierta","Y","","N","","","",
"35,533","PPUQRIQC","","4431584","En proceso","","","","","prueba externo","prueba externo","Externo","434,554","5/28/2026 8:24:02 AM","","","","","","","","","Sofia Vergara","Pasaporte","P9876543","","Consultor","sofia.vergara@test.com","3145556677","BOGOTA D.C.-BOGOTA D.C.","Circular 1 # 70-01","","","Nuevo","","N","","","Y","Antecedentes.1","Y","Y","Y","Y","andres.quintero@co.g4s.com","andres.quintero@co.g4s.com","N","","","","Prueba 9","N","N","Antec + Referencia Académica + laboral + Personal +","Individual","","0.00","0.00","","","","","jhoan.gaitan@co.g4s.com","","5/28/2026 8:24:22 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 8:24:02 AM","","5/28/2026 8:24:02 AM","","5/28/2026 8:24:02 AM","","5/28/2026 8:24:02 AM","","5/28/2026 8:24:02 AM","","","","","","","","","","","","","0699654b , 0bb3d93c , 98a5e1f4 , aa5fbfbd","5/28/2026","","","","N","","1","b8ebb1c3","4","5","0","","Abierta","Y","","N","","","",
"35,656","QYJF306N","","9393970","En proceso","","","","","DON MAIZ","DON MAIZ","Externo","830,051,928","5/28/2026 9:10:02 AM","","","","","N/A","","","","JORGE LUIS ASPRILLA RIVAS","Cédula de Ciudadanía","1003888639","","OPERARIO DE RESIDUOS","","3237672782","BOGOTA D.C.-BOGOTA D.C.","-","","","Nuevo","","N","","","Y","Antecedentes.1","N","N","N","N","","","N","","","","","N","N","Antec +","Individual","","6,500.00","6,500.00","","","","","t3.donmaiz.lizeth.castaneda@co.g4s.com","","5/28/2026 9:10:11 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:10:02 AM","","5/28/2026 9:10:02 AM","","5/28/2026 9:10:02 AM","","5/28/2026 9:10:02 AM","","5/28/2026 9:10:02 AM","","","","","","","","","","","","","16f93cce","5/28/2026","","","1UDGZKAG","N","","0","","1","5","0","","Abierta","Y","","N","","","",
"35,658","QYPKF10I","","1259394","En proceso","","","","","prueba externo","prueba externo","Externo","434,554","5/28/2026 8:35:03 AM","","","","RISK","081-APOYO A LA OPERACION","019-ADMINISTRATIVO","","2","Laura Alejandra Rocha Rincones","Cédula de Ciudadanía","10012988211","","Ingeniero","laura.rocha@co.g4s.com","3131313131","BOGOTA D.C.-BOGOTA D.C.","Carrera 22 # 34-23","","","Actual","","N","","","Y","Antecedentes.1","Y","Y","Y","Y","andres.quintero@co.g4s.com","andres.quintero@co.g4s.com","N","","","","Pruebas Original","Y","Y","Antec + Referencia Académica + laboral + Personal + datacredito +","Individual","","0.00","0.00","","","","","jhoan.gaitan@co.g4s.com","","5/28/2026 8:35:18 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 8:35:03 AM","","5/28/2026 8:35:03 AM","","5/28/2026 8:35:03 AM","","5/28/2026 8:35:03 AM","","5/28/2026 8:35:03 AM","","","","","","","","","","","","","1f099587 , 526d9d59 , 95cb2a0b , 9ee65232","5/28/2026","","","","N","","1","407bb84a","4","5","0","","Abierta","Y","","N","","","",
"21,708","a224106c","","7337157","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:03:01 AM","","","","","","","","","Luis Felipe Muñoz Garzón","Cédula de Ciudadanía","1078350343","","AYUDANTE","felipe43munoz@gmail.com","3204698282","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:03:21 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:03:01 AM","","5/28/2026 10:03:01 AM","","5/28/2026 10:03:01 AM","","5/28/2026 10:03:01 AM","","5/28/2026 10:03:01 AM","","","","","","","","","","","","","4be8c384 , 87587b2e , 9121efc8 , c58a737a","5/28/2026","","","","N","","1","30fceaa6","4","5","0","","Abierta","Y","","N","","","",
"21,371","9HMXGX1O","","3144734","En proceso","","","","","COMERCIALIZADORA SANTANDER","COMERCIALIZADORA SANTANDER","Externo","816,004,998","5/28/2026 10:33:03 AM","","","","","N/A","","","","Carolina Bedoya Vásquez","Cédula de Ciudadanía","1088334392","","ANALISTA DE GESTION DEL TALENTO HUMANO 1","carolinabedoyavasquez21@gmail.com","3148651053","RISARALDA-PEREIRA","URBANIZACION SANTA CLARA ETAPA 4 TORRE 8 APTO 502 VIA CONDINA","","","Nuevo","","Y","Virtual","Julián Neira","Y","Antecedentes.1","Y","Y","Y","N","Julián Neira","Julián Neira","N","","","","Cordial saludo,
Me ayudan dandele mucha prioridad por favor, 
Gracias.","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","238,780.00","238,780.00","","","","","sebastian.arce@co.g4s.com","","5/28/2026 10:33:24 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:33:03 AM","","5/28/2026 10:33:03 AM","","5/28/2026 10:33:03 AM","","5/28/2026 10:33:03 AM","","5/28/2026 10:33:03 AM","","","","","","","","","","","","","0f3da8d8 , 9626f175 , c7e9a83b , df6ee8fa","5/28/2026","","","DVNHK6EC","N","","1","959fac79","4","5","0","","Abierta","Y","","N","","","",
"20,101","962e5b8b","","36479902881","En proceso","","","","","G4S CENTRO ORIENTE BOGOTA","G4S CENTRO ORIENTE BOGOTA","Interno","860,013,951","5/28/2026 11:12:46 AM","","","","SECURE","053-SEGURIDAD","012-VIGILANCIA","","2","JAZMIN MARCELA DUEÑAS RODRIGUEZ","Cédula de Ciudadanía","1023874880","","jefe de Programación","jazmin6522@hotmail.com","3127900428","BOGOTA D.C.-BOGOTA D.C.","Bogotá","Bogotá","","Nuevo","","Y","Virtual","CAMILO ANDRÉS PÉREZ SIGUA","N","","Y","Y","Y","","CAMILO ANDRÉS PÉREZ SIGUA","","N","","","","","N","N","Referencia Académica + laboral + Visita virtual +","Paquete","","","155,199.00","","","","","adriana.sandoval@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 11:17:12 AM","No Generado","","_LISTO__LISTO__LISTO__LISTO_","5/28/2026","6/3/2026","","","","6/3/2026","","","","","","","","","","","","","","","","","5/28/2026 11:12:46 AM","","5/28/2026 11:12:46 AM","","5/28/2026 11:12:46 AM","","5/28/2026 11:12:46 AM","","5/28/2026 11:12:46 AM","","","","","","","","","","","","","80ba3b4e , a567e75b , ac178af8","5/28/2026","","","0cb72a02 , eacb2a42","N","","1","58f8401f","3","5","0","","Abierta","Y","","N","","","",
"18,465","89f79aaa","","36416663985","","","En proceso","","","G4S CENTRO ORIENTE BOGOTA","G4S CENTRO ORIENTE BOGOTA","Interno","860,013,951","5/28/2026 11:09:07 AM","","","","SECURE","053-SEGURIDAD","012-VIGILANCIA","","2","Pedro Julio Rodriguez Montoya","Cédula de Ciudadanía","1022943827","8/8/2006","SUPERVISOR","juliorodriguez548@hotmail.com","3112146566","BOGOTA D.C.-BOGOTA D.C.","CIUDAD BOLIVAR","","","Nuevo","","N","","","N","","N","","","","","","Y","Preempleo","4cbb3868","BOGOTA D.C.-BOGOTA D.C.","","N","N","poligrafia +","Individual","177,409.00","0.00","177,409.00","","","","","t3.expro.laura.dorado@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 11:12:46 AM","No Generado","","_LISTO__LISTO__LISTO__LISTO_","5/28/2026","","6/2/2026","","","","","","","","","","","","","","","","","","","","5/28/2026 11:09:07 AM","","5/28/2026 11:09:07 AM","","5/28/2026 11:09:07 AM","","5/28/2026 11:09:07 AM","","5/28/2026 11:09:07 AM","","","","","","","","","","","","","b686cd54 , ed30168a","5/28/2026","","","83d99726","N","","0","","2","5","0","","Abierta","N","","Y","","","",
"2,507","13ac6275","","6704215","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:40:04 AM","","","","","","","","","Klein David Jimenez  Torres","Cédula de Ciudadanía","1044624791","","AYUDANTE","Kleintoresdavid@gmail.com","3042679327","ATLANTICO-GALAPA","GALAPA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:
Yirnory Viuche Carvajal","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:40:22 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:40:04 AM","","5/28/2026 10:40:04 AM","","5/28/2026 10:40:04 AM","","5/28/2026 10:40:04 AM","","5/28/2026 10:40:04 AM","","","","","","","","","","","","","90ddf55a , 9784b25e , c4b0e311 , c6ba55f0","5/28/2026","","","","N","","1","50b57600","4","5","0","","Abierta","Y","","N","","","",
"2,707","151c474d","","5393810","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 9:52:02 AM","","","","","","","","","RAFAEL DAVID MEZA LOPEZ","Cédula de Ciudadanía","1082414216","","AYUDANTE","dearfa1234@gmail.com","3015509989","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 9:52:19 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:52:02 AM","","5/28/2026 9:52:02 AM","","5/28/2026 9:52:02 AM","","5/28/2026 9:52:02 AM","","5/28/2026 9:52:02 AM","","","","","","","","","","","","","1d374b75 , 2ad1230f , 8f3146ca , a3596b8c","5/28/2026","","","","N","","1","dce5981c","4","5","0","","Abierta","Y","","N","","","",
"3,967","1e7c2d24","","5129096","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 9:53:07 AM","","","","","","","","","Heyler Andres Ruiz Cespedes","Cédula de Ciudadanía","1106399380","","AYUDANTE","Heylerandresluciana1217@gmail.com","3124723195","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 9:53:39 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:53:07 AM","","5/28/2026 9:53:07 AM","","5/28/2026 9:53:07 AM","","5/28/2026 9:53:07 AM","","5/28/2026 9:53:07 AM","","","","","","","","","","","","","26a90554 , 2dea20ef , 88a86252 , cdd89ee3","5/28/2026","","","","N","","1","3807ba23","4","5","0","","Abierta","Y","","N","","","",
"4,297","208d56f6","","8422760","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 9:54:03 AM","","","","","","","","","Milton Alejandro Sánchez Castro","Cédula de Ciudadanía","1077084402","","AYUDANTE","alerjo2009@hotmail.com","3123621326","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 9:54:21 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:54:03 AM","","5/28/2026 9:54:03 AM","","5/28/2026 9:54:03 AM","","5/28/2026 9:54:03 AM","","5/28/2026 9:54:03 AM","","","","","","","","","","","","","0e605d35 , 0eb909aa , 4335781b , 8995f61d","5/28/2026","","","","N","","1","d41e6ee7","4","5","0","","Abierta","Y","","N","","","",
